_id,propertyAddress,propertyType,propertyWard,InspectionThread,,INSPECTIONS_OPENDATE,INSPECTIONS_CLOSEDDATE,VIOLATIONS_ITEM_NUMBER,Violation_Yes_No
3530773,50 Prince Arthur Ave,High Rise,11,_64c4dAD046F8ACB,,2017-04-20,2018-07-26,2,Yes
3530774,50 Prince Arthur Ave,High Rise,11,_64c4dAD046F8ACB,,2017-04-20,2018-07-26,3,Yes
3530775,50 Prince Arthur Ave,High Rise,11,_64c4dAD046F8ACB,,2017-04-20,2018-07-26,4,Yes
3530776,50 Prince Arthur Ave,High Rise,11,_64c4dAD046F8ACB,,2017-04-20,2018-07-26,5,Yes
3530777,85 Lowther Ave,High Rise,11,_64c4dD66436A053,,2017-04-26,2017-11-01,8,Yes
3530778,85 Lowther Ave,High Rise,11,_64c4dD66436A053,,2017-04-26,2017-11-01,9,Yes
3530779,85 Lowther Ave,High Rise,11,_64c4dD66436A053,,2017-04-26,2017-11-01,10,Yes
3530780,85 Lowther Ave,High Rise,11,_64c4dD66436A053,,2017-04-26,2017-11-01,11,Yes
3530781,85 Lowther Ave,High Rise,11,_64c4dD66436A053,,2017-04-26,2017-11-01,12,Yes
3530782,85 Lowther Ave,High Rise,11,_64c4dD66436A053,,2017-04-26,2017-11-01,13,Yes
3530783,85 Lowther Ave,High Rise,11,_64c4dD66436A053,,2017-04-26,2017-11-01,14,Yes
3530784,168 John St,High Rise,10,_64c4dE3677EFEE1,,2017-04-27,2018-02-13,1,Yes
3530785,168 John St,High Rise,10,_64c4dE3677EFEE1,,2017-04-27,2018-02-13,2,Yes
3530786,168 John St,High Rise,10,_64c4dE3677EFEE1,,2017-04-27,2018-02-13,3,Yes
3530787,168 John St,High Rise,10,_64c4dE3677EFEE1,,2017-04-27,2018-02-13,4,Yes
3530788,168 John St,High Rise,10,_64c4dE3677EFEE1,,2017-04-27,2018-02-13,5,Yes
3530789,168 John St,High Rise,10,_64c4dE3677EFEE1,,2017-04-27,2018-02-13,6,Yes
3530790,168 John St,High Rise,10,_64c4dE3677EFEE1,,2017-04-27,2018-02-13,7,Yes
3530791,168 John St,High Rise,10,_64c4dE3677EFEE1,,2017-04-27,2018-02-13,8,Yes
3530792,168 John St,High Rise,10,_64c4dE3677EFEE1,,2017-04-27,2018-02-13,9,Yes
3530793,248 Simcoe St,High Rise,10,_64c4dE80C594A6F,,2017-09-20,2017-11-14,1,Yes
3530794,248 Simcoe St,High Rise,10,_64c4dE80C594A6F,,2017-09-20,2017-11-14,2,Yes
3530795,248 Simcoe St,High Rise,10,_64c4dE80C594A6F,,2017-09-20,2017-11-14,3,Yes
3530796,248 Simcoe St,High Rise,10,_64c4dE80C594A6F,,2017-09-20,2017-11-14,4,Yes
3530797,248 Simcoe St,High Rise,10,_64c4dE80C594A6F,,2017-09-20,2017-11-14,5,Yes
3530798,248 Simcoe St,High Rise,10,_64c4dE80C594A6F,,2017-09-20,2017-11-14,6,Yes
3530799,248 Simcoe St,High Rise,10,_64c4dE80C594A6F,,2017-09-20,2017-11-14,7,Yes
3530800,248 Simcoe St,High Rise,10,_64c4dE80C594A6F,,2017-09-20,2017-11-14,8,Yes
3530801,248 Simcoe St,High Rise,10,_64c4dE80C594A6F,,2017-09-20,2017-11-14,9,Yes
3530802,248 Simcoe St,High Rise,10,_64c4dE80C594A6F,,2017-09-20,2017-11-14,10,Yes
3530803,177 St George St,High Rise,11,_64c4dF973E7CA3C,,2017-03-09,2017-05-25,1,Yes
3530804,177 St George St,High Rise,11,_64c4dF973E7CA3C,,2017-03-09,2017-05-25,2,Yes
3530805,177 St George St,High Rise,11,_64c4dF973E7CA3C,,2017-03-09,2017-05-25,3,Yes
3530806,177 St George St,High Rise,11,_64c4dF973E7CA3C,,2017-03-09,2017-05-25,4,Yes
3530807,177 St George St,High Rise,11,_64c4dF973E7CA3C,,2017-03-09,2017-05-25,5,Yes
3530808,55 Rankin Cres,High Rise,9,_64c5cC96094031A,,2017-02-02,2017-02-02,0,No
3530809,2 Park Vista,High Rise,19,_64c5d1FC907AD79,,2017-03-09,2017-03-21,0,No
3530810,7 Park Vista,High Rise,19,_64c5d44AB829883,,2017-02-06,2017-05-17,0,No
3530811,6 Park Vista,High Rise,19,_64c5d484FF773EF,,2017-02-06,2017-05-17,0,No
3530812,2 Park Vista,High Rise,19,_64c5d4A9399A2C6,,2017-02-06,2017-05-17,0,No
3530813,8 Park Vista,High Rise,19,_64c5dDB793D2797,,2017-02-06,2017-05-17,0,No
3530814,1 Reidmount Ave,High Rise,22,_64d08508FD28D3F,,2017-02-08,2017-12-13,5,Yes
3530815,1 Reidmount Ave,High Rise,22,_64d08508FD28D3F,,2017-02-08,2017-12-13,6,Yes
3530816,1 Reidmount Ave,High Rise,22,_64d08508FD28D3F,,2017-02-08,2017-12-13,7,Yes
3530817,1 Reidmount Ave,High Rise,22,_64d08508FD28D3F,,2017-02-08,2017-12-13,8,Yes
3530818,1 Reidmount Ave,High Rise,22,_64d08508FD28D3F,,2017-02-08,2017-12-13,9,Yes
3530819,1 Reidmount Ave,High Rise,22,_64d08508FD28D3F,,2017-02-08,2017-12-13,10,Yes
3530820,1 Reidmount Ave,High Rise,22,_64d08508FD28D3F,,2017-02-08,2017-12-13,11,Yes
3530821,55 Charles St W,High Rise,11,_64d0892B12243F5,,2017-02-14,2017-05-15,1,Yes
3530822,55 Charles St W,High Rise,11,_64d0892B12243F5,,2017-02-14,2017-05-15,2,Yes
3530823,55 Charles St W,High Rise,11,_64d0892B12243F5,,2017-02-14,2017-05-15,3,Yes
3530824,55 Charles St W,High Rise,11,_64d0892B12243F5,,2017-02-14,2017-05-15,4,Yes
3530825,57 Charles St W,High Rise,11,_64d09844340A64C,,2017-02-14,2017-07-06,1,Yes
3530826,57 Charles St W,High Rise,11,_64d09844340A64C,,2017-02-14,2017-07-06,2,Yes
3530827,57 Charles St W,High Rise,11,_64d09844340A64C,,2017-02-14,2017-07-06,3,Yes
3530828,32 Grenville St,High Rise,13,_64d0a015237BF8A,,2017-02-14,2017-04-18,1,Yes
3530829,32 Grenville St,High Rise,13,_64d0a015237BF8A,,2017-02-14,2017-04-18,2,Yes
3530830,32 Grenville St,High Rise,13,_64d0a015237BF8A,,2017-02-14,2017-04-18,3,Yes
3530831,32 Grenville St,High Rise,13,_64d0a015237BF8A,,2017-02-14,2017-04-18,4,Yes
3530832,32 Grenville St,High Rise,13,_64d0a015237BF8A,,2017-02-14,2017-04-18,5,Yes
3530833,77 Elm St,High Rise,11,_64d0a3A3B568FC6,,2017-02-14,2017-04-28,1,Yes
3530834,77 Elm St,High Rise,11,_64d0a3A3B568FC6,,2017-02-14,2017-04-28,2,Yes
3530835,77 Elm St,High Rise,11,_64d0a3A3B568FC6,,2017-02-14,2017-04-28,3,Yes
3530836,77 Elm St,High Rise,11,_64d0a3A3B568FC6,,2017-02-14,2017-04-28,4,Yes
3530837,77 Elm St,High Rise,11,_64d0a3A3B568FC6,,2017-02-14,2017-04-28,5,Yes
3530838,77 Elm St,High Rise,11,_64d0a3A3B568FC6,,2017-02-14,2017-04-28,6,Yes
3530839,110 Edward St,High Rise,11,_64d0aF2716DD9E9,,2017-02-14,2017-05-03,1,Yes
3530840,110 Edward St,High Rise,11,_64d0aF2716DD9E9,,2017-02-14,2017-05-03,2,Yes
3530841,110 Edward St,High Rise,11,_64d0aF2716DD9E9,,2017-02-14,2017-05-03,3,Yes
3530842,490 Sherbourne St,High Rise,13,_64d0d192D857DB1,,2017-03-31,2017-07-10,1,Yes
3530843,490 Sherbourne St,High Rise,13,_64d0d192D857DB1,,2017-03-31,2017-07-10,2,Yes
3530844,490 Sherbourne St,High Rise,13,_64d0d192D857DB1,,2017-03-31,2017-07-10,3,Yes
3530845,490 Sherbourne St,High Rise,13,_64d0d192D857DB1,,2017-03-31,2017-07-10,4,Yes
3530846,490 Sherbourne St,High Rise,13,_64d0d192D857DB1,,2017-03-31,2017-07-10,5,Yes
3530847,490 Sherbourne St,High Rise,13,_64d0d192D857DB1,,2017-03-31,2017-07-10,6,Yes
3530848,490 Sherbourne St,High Rise,13,_64d0d192D857DB1,,2017-03-31,2017-07-10,7,Yes
3530849,490 Sherbourne St,High Rise,13,_64d0d192D857DB1,,2017-03-31,2017-07-10,8,Yes
3530850,125 Lawton Blvd,High Rise,12,_64d26168DEBAE44,,2017-02-09,2017-09-19,4,Yes
3530851,125 Lawton Blvd,High Rise,12,_64d26168DEBAE44,,2017-02-09,2017-09-19,5,Yes
3530852,125 Lawton Blvd,High Rise,12,_64d26168DEBAE44,,2017-02-09,2017-09-19,6,Yes
3530853,125 Lawton Blvd,High Rise,12,_64d26168DEBAE44,,2017-02-09,2017-09-19,7,Yes
3530854,125 Lawton Blvd,High Rise,12,_64d26168DEBAE44,,2017-02-09,2017-09-19,8,Yes
3530855,630 Vesta Dr,High Rise,8,_64d262AF4FC4B93,,2017-02-09,2017-12-14,1,Yes
3530856,630 Vesta Dr,High Rise,8,_64d262AF4FC4B93,,2017-02-09,2017-12-14,2,Yes
3530857,630 Vesta Dr,High Rise,8,_64d262AF4FC4B93,,2017-02-09,2017-12-14,3,Yes
3530858,630 Vesta Dr,High Rise,8,_64d262AF4FC4B93,,2017-02-09,2017-12-14,4,Yes
3530859,630 Vesta Dr,High Rise,8,_64d262AF4FC4B93,,2017-02-09,2017-12-14,5,Yes
3530860,630 Vesta Dr,High Rise,8,_64d262AF4FC4B93,,2017-02-09,2017-12-14,6,Yes
3530861,630 Vesta Dr,High Rise,8,_64d262AF4FC4B93,,2017-02-09,2017-12-14,7,Yes
3530862,630 Vesta Dr,High Rise,8,_64d262AF4FC4B93,,2017-02-09,2017-12-14,8,Yes
3530863,630 Vesta Dr,High Rise,8,_64d262AF4FC4B93,,2017-02-09,2017-12-14,9,Yes
3530864,630 Vesta Dr,High Rise,8,_64d262AF4FC4B93,,2017-02-09,2017-12-14,10,Yes
3530865,630 Vesta Dr,High Rise,8,_64d262AF4FC4B93,,2017-02-09,2017-12-14,11,Yes
3530866,630 Vesta Dr,High Rise,8,_64d262AF4FC4B93,,2017-02-09,2017-12-14,12,Yes
3530867,801 King St W,High Rise,10,_64d34FBF5F0D470,,2017-02-15,2017-02-15,0,No
3530868,2 Rean Dr,High Rise,17,_64d3562103D8E42,,2017-02-10,2017-02-10,0,No
3530869,2000 Sheppard Ave W,High Rise,7,_64d35E70F62A21C,,2017-02-10,2017-02-13,0,No
3530870,1276 Islington Ave,High Rise,3,_64d387307216BF1,,2017-02-10,2017-02-13,0,No
3530871,121 Kendleton Dr,High Rise,1,_64d388DE30A3D72,,2017-02-10,2017-02-21,0,No
3530872,551 The West Mall,High Rise,2,_64d38CBFC2D0878,,2017-02-13,2017-02-14,0,No
3530873,95 Wood St,High Rise,13,_64d3a6E0F8EFA69,,2017-10-17,2018-03-01,1,Yes
3530874,95 Wood St,High Rise,13,_64d3a6E0F8EFA69,,2017-10-17,2018-03-01,2,Yes
3530875,95 Wood St,High Rise,13,_64d3a6E0F8EFA69,,2017-10-17,2018-03-01,3,Yes
3530876,95 Wood St,High Rise,13,_64d3a6E0F8EFA69,,2017-10-17,2018-03-01,4,Yes
3530877,95 Wood St,High Rise,13,_64d3a6E0F8EFA69,,2017-10-17,2018-03-01,5,Yes
3530878,95 Wood St,High Rise,13,_64d3a6E0F8EFA69,,2017-10-17,2018-03-01,6,Yes
3530879,95 Wood St,High Rise,13,_64d3a6E0F8EFA69,,2017-10-17,2018-03-01,7,Yes
3530880,95 Wood St,High Rise,13,_64d3a6E0F8EFA69,,2017-10-17,2018-03-01,8,Yes
3530881,95 Wood St,High Rise,13,_64d3a6E0F8EFA69,,2017-10-17,2018-03-01,9,Yes
3530882,95 Wood St,High Rise,13,_64d3a6E0F8EFA69,,2017-10-17,2018-03-01,10,Yes
3530883,95 Wood St,High Rise,13,_64d3a6E0F8EFA69,,2017-10-17,2018-03-01,11,Yes
3530884,33 Wood St,High Rise,13,_64d3aB727274D03,,2017-02-13,2018-01-16,1,Yes
3530885,33 Wood St,High Rise,13,_64d3aB727274D03,,2017-02-13,2018-01-16,2,Yes
3530886,33 Wood St,High Rise,13,_64d3aB727274D03,,2017-02-13,2018-01-16,3,Yes
3530887,222 Wellesley St E,High Rise,13,_64d96F7A5265220,,2017-02-24,2017-07-19,3,Yes
3530888,222 Wellesley St E,High Rise,13,_64d96F7A5265220,,2017-02-24,2017-07-19,4,Yes
3530889,222 Wellesley St E,High Rise,13,_64d96F7A5265220,,2017-02-24,2017-07-19,5,Yes
3530890,222 Wellesley St E,High Rise,13,_64d96F7A5265220,,2017-02-24,2017-07-19,6,Yes
3530891,222 Wellesley St E,High Rise,13,_64d96F7A5265220,,2017-02-24,2017-07-19,7,Yes
3530892,222 Wellesley St E,High Rise,13,_64d96F7A5265220,,2017-02-24,2017-07-19,8,Yes
3530893,222 Wellesley St E,High Rise,13,_64d96F7A5265220,,2017-02-24,2017-07-19,9,Yes
3530894,222 Wellesley St E,High Rise,13,_64d96F7A5265220,,2017-02-24,2017-07-19,10,Yes
3530895,222 Wellesley St E,High Rise,13,_64d96F7A5265220,,2017-02-24,2017-07-19,11,Yes
3530896,222 Wellesley St E,High Rise,13,_64d96F7A5265220,,2017-02-24,2017-07-19,12,Yes
3530897,222 Wellesley St E,High Rise,13,_64d96F7A5265220,,2017-02-24,2017-07-19,13,Yes
3530898,222 Wellesley St E,High Rise,13,_64d96F7A5265220,,2017-02-24,2017-07-19,14,Yes
3530899,222 Wellesley St E,High Rise,13,_64d96F7A5265220,,2017-02-24,2017-07-19,15,Yes
3530900,222 Wellesley St E,High Rise,13,_64d96F7A5265220,,2017-02-24,2017-07-19,16,Yes
3530901,222 Wellesley St E,High Rise,13,_64d96F7A5265220,,2017-02-24,2017-07-19,17,Yes
3530902,222 Wellesley St E,High Rise,13,_64d96F7A5265220,,2017-02-24,2017-07-19,18,Yes
3530903,222 Wellesley St E,High Rise,13,_64d96F7A5265220,,2017-02-24,2017-07-19,19,Yes
3530904,222 Wellesley St E,High Rise,13,_64d96F7A5265220,,2017-02-24,2017-07-19,20,Yes
3530905,222 Wellesley St E,High Rise,13,_64d96F7A5265220,,2017-02-24,2017-07-19,21,Yes
3530906,135 Rose Ave,High Rise,13,_64d9736BC11742B,,2017-03-07,2017-09-19,1,Yes
3530907,135 Rose Ave,High Rise,13,_64d9736BC11742B,,2017-03-07,2017-09-19,2,Yes
3530908,135 Rose Ave,High Rise,13,_64d9736BC11742B,,2017-03-07,2017-09-19,3,Yes
3530909,135 Rose Ave,High Rise,13,_64d9736BC11742B,,2017-03-07,2017-09-19,4,Yes
3530910,135 Rose Ave,High Rise,13,_64d9736BC11742B,,2017-03-07,2017-09-19,5,Yes
3530911,135 Rose Ave,High Rise,13,_64d9736BC11742B,,2017-03-07,2017-09-19,6,Yes
3530912,135 Rose Ave,High Rise,13,_64d9736BC11742B,,2017-03-07,2017-09-19,7,Yes
3530913,135 Rose Ave,High Rise,13,_64d9736BC11742B,,2017-03-07,2017-09-19,8,Yes
3530914,730 Ontario St,High Rise,13,_64d9805F7944BD6,,2017-02-14,2017-07-25,1,Yes
3530915,730 Ontario St,High Rise,13,_64d9805F7944BD6,,2017-02-14,2017-07-25,2,Yes
3530916,730 Ontario St,High Rise,13,_64d9805F7944BD6,,2017-02-14,2017-07-25,3,Yes
3530917,730 Ontario St,High Rise,13,_64d9805F7944BD6,,2017-02-14,2017-07-25,4,Yes
3530918,730 Ontario St,High Rise,13,_64d9805F7944BD6,,2017-02-14,2017-07-25,5,Yes
3530919,730 Ontario St,High Rise,13,_64d9805F7944BD6,,2017-02-14,2017-07-25,6,Yes
3530920,730 Ontario St,High Rise,13,_64d9805F7944BD6,,2017-02-14,2017-07-25,7,Yes
3530921,5600 Sheppard Ave E,High Rise,23,_64d9aD62CE7C385,,2017-02-14,2017-12-29,9,Yes
3530922,5600 Sheppard Ave E,High Rise,23,_64d9aD62CE7C385,,2017-02-14,2017-12-29,10,Yes
3530923,5600 Sheppard Ave E,High Rise,23,_64d9aD62CE7C385,,2017-02-14,2017-12-29,11,Yes
3530924,5580 Sheppard Ave E,High Rise,23,_64d9aED1F908E99,,2017-02-14,2017-04-03,1,Yes
3530925,5580 Sheppard Ave E,High Rise,23,_64d9aED1F908E99,,2017-02-14,2017-04-03,2,Yes
3530926,5580 Sheppard Ave E,High Rise,23,_64d9aED1F908E99,,2017-02-14,2017-04-03,3,Yes
3530927,5580 Sheppard Ave E,High Rise,23,_64d9aED1F908E99,,2017-02-14,2017-04-03,4,Yes
3530928,5580 Sheppard Ave E,High Rise,23,_64d9aED1F908E99,,2017-02-14,2017-04-03,5,Yes
3530929,5580 Sheppard Ave E,High Rise,23,_64d9aED1F908E99,,2017-02-14,2017-04-03,6,Yes
3530930,5580 Sheppard Ave E,High Rise,23,_64d9aED1F908E99,,2017-02-14,2017-04-03,7,Yes
3530931,5580 Sheppard Ave E,High Rise,23,_64d9aED1F908E99,,2017-02-14,2017-04-03,8,Yes
3530932,5580 Sheppard Ave E,High Rise,23,_64d9aED1F908E99,,2017-02-14,2017-04-03,9,Yes
3530933,5580 Sheppard Ave E,High Rise,23,_64d9aED1F908E99,,2017-02-14,2017-04-03,10,Yes
3530934,5580 Sheppard Ave E,High Rise,23,_64d9aED1F908E99,,2017-02-14,2017-04-03,11,Yes
3530935,5580 Sheppard Ave E,High Rise,23,_64d9aED1F908E99,,2017-02-14,2017-04-03,12,Yes
3530936,5580 Sheppard Ave E,High Rise,23,_64d9aED1F908E99,,2017-02-14,2017-04-03,13,Yes
3530937,587 Yonge St,High Rise,13,_64d9b89D29F4159,,2017-02-14,2017-02-14,0,No
3530938,275 Shuter St,High Rise,13,_64d9bE55559CF28,,2017-02-09,2017-02-14,0,No
3530939,75 Dowling Ave,High Rise,4,_64d9c067A85BB04,,2017-06-01,2017-08-04,1,Yes
3530940,75 Dowling Ave,High Rise,4,_64d9c067A85BB04,,2017-06-01,2017-08-04,2,Yes
3530941,75 Dowling Ave,High Rise,4,_64d9c067A85BB04,,2017-06-01,2017-08-04,3,Yes
3530942,345 Dufferin St,High Rise,10,_64d9c0BDFF84769,,2017-03-06,2018-02-15,1,Yes
3530943,345 Dufferin St,High Rise,10,_64d9c0BDFF84769,,2017-03-06,2018-02-15,2,Yes
3530944,345 Dufferin St,High Rise,10,_64d9c0BDFF84769,,2017-03-06,2018-02-15,3,Yes
3530945,345 Dufferin St,High Rise,10,_64d9c0BDFF84769,,2017-03-06,2018-02-15,4,Yes
3530946,345 Dufferin St,High Rise,10,_64d9c0BDFF84769,,2017-03-06,2018-02-15,5,Yes
3530947,345 Dufferin St,High Rise,10,_64d9c0BDFF84769,,2017-03-06,2018-02-15,6,Yes
3530948,345 Dufferin St,High Rise,10,_64d9c0BDFF84769,,2017-03-06,2018-02-15,7,Yes
3530949,345 Dufferin St,High Rise,10,_64d9c0BDFF84769,,2017-03-06,2018-02-15,8,Yes
3530950,345 Dufferin St,High Rise,10,_64d9c0BDFF84769,,2017-03-06,2018-02-15,9,Yes
3530951,345 Dufferin St,High Rise,10,_64d9c0BDFF84769,,2017-03-06,2018-02-15,10,Yes
3530952,345 Dufferin St,High Rise,10,_64d9c0BDFF84769,,2017-03-06,2018-02-15,11,Yes
3530953,345 Dufferin St,High Rise,10,_64d9c0BDFF84769,,2017-03-06,2018-02-15,12,Yes
3530954,15 Walmer Rd,High Rise,11,_64db414672B98DB,,2017-05-30,2018-11-12,15,Yes
3530955,15 Walmer Rd,High Rise,11,_64db414672B98DB,,2017-05-30,2018-11-12,16,Yes
3530956,15 Walmer Rd,High Rise,11,_64db414672B98DB,,2017-05-30,2018-11-12,17,Yes
3530957,15 Walmer Rd,High Rise,11,_64db414672B98DB,,2017-05-30,2018-11-12,18,Yes
3530958,15 Walmer Rd,High Rise,11,_64db414672B98DB,,2017-05-30,2018-11-12,19,Yes
3530959,15 Walmer Rd,High Rise,11,_64db414672B98DB,,2017-05-30,2018-11-12,20,Yes
3530960,15 Walmer Rd,High Rise,11,_64db414672B98DB,,2017-05-30,2018-11-12,21,Yes
3530961,15 Walmer Rd,High Rise,11,_64db414672B98DB,,2017-05-30,2018-11-12,22,Yes
3530962,15 Walmer Rd,High Rise,11,_64db414672B98DB,,2017-05-30,2018-11-12,23,Yes
3530963,34 Walmer Rd,High Rise,11,_64db471C628433F,,2017-04-20,2017-06-29,1,Yes
3530964,34 Walmer Rd,High Rise,11,_64db471C628433F,,2017-04-20,2017-06-29,2,Yes
3530965,34 Walmer Rd,High Rise,11,_64db471C628433F,,2017-04-20,2017-06-29,3,Yes
3530966,34 Walmer Rd,High Rise,11,_64db471C628433F,,2017-04-20,2017-06-29,4,Yes
3530967,34 Walmer Rd,High Rise,11,_64db471C628433F,,2017-04-20,2017-06-29,5,Yes
3530968,34 Walmer Rd,High Rise,11,_64db471C628433F,,2017-04-20,2017-06-29,6,Yes
3530969,34 Walmer Rd,High Rise,11,_64db471C628433F,,2017-04-20,2017-06-29,7,Yes
3530970,34 Walmer Rd,High Rise,11,_64db471C628433F,,2017-04-20,2017-06-29,8,Yes
3530971,34 Walmer Rd,High Rise,11,_64db471C628433F,,2017-04-20,2017-06-29,9,Yes
3530972,34 Walmer Rd,High Rise,11,_64db471C628433F,,2017-04-20,2017-06-29,10,Yes
3530973,34 Walmer Rd,High Rise,11,_64db471C628433F,,2017-04-20,2017-06-29,11,Yes
3530974,34 Walmer Rd,High Rise,11,_64db471C628433F,,2017-04-20,2017-06-29,12,Yes
3530975,34 Walmer Rd,High Rise,11,_64db471C628433F,,2017-04-20,2017-06-29,13,Yes
3530976,34 Walmer Rd,High Rise,11,_64db471C628433F,,2017-04-20,2017-06-29,14,Yes
3530977,34 Walmer Rd,High Rise,11,_64db471C628433F,,2017-04-20,2017-06-29,15,Yes
3530978,34 Walmer Rd,High Rise,11,_64db471C628433F,,2017-04-20,2017-06-29,16,Yes
3530979,34 Walmer Rd,High Rise,11,_64db471C628433F,,2017-04-20,2017-06-29,17,Yes
3530980,34 Walmer Rd,High Rise,11,_64db471C628433F,,2017-04-20,2017-06-29,18,Yes
3530981,44 Walmer Rd,High Rise,11,_64db4E0FF8DD028,,2017-05-26,2018-11-12,1,Yes
3530982,44 Walmer Rd,High Rise,11,_64db4E0FF8DD028,,2017-05-26,2018-11-12,2,Yes
3530983,44 Walmer Rd,High Rise,11,_64db4E0FF8DD028,,2017-05-26,2018-11-12,3,Yes
3530984,44 Walmer Rd,High Rise,11,_64db4E0FF8DD028,,2017-05-26,2018-11-12,4,Yes
3530985,44 Walmer Rd,High Rise,11,_64db4E0FF8DD028,,2017-05-26,2018-11-12,5,Yes
3530986,44 Walmer Rd,High Rise,11,_64db4E0FF8DD028,,2017-05-26,2018-11-12,6,Yes
3530987,44 Walmer Rd,High Rise,11,_64db4E0FF8DD028,,2017-05-26,2018-11-12,7,Yes
3530988,24 Tyndall Ave,High Rise,4,_64e6fF2579ECD07,,2017-03-07,2017-03-07,0,No
3530989,88 Sheppard Ave E,High Rise,18,_64e70F429226892,,2017-02-28,2017-02-28,0,No
3530990,150 Graydon Hall Dr,High Rise,16,_64e71BE948F9EB9,,2017-02-23,2017-02-23,0,No
3530991,161 Oakwood Ave,High Rise,9,_64e86059E96748B,,2017-02-28,2018-09-10,1,Yes
3530992,161 Oakwood Ave,High Rise,9,_64e86059E96748B,,2017-02-28,2018-09-10,2,Yes
3530993,161 Oakwood Ave,High Rise,9,_64e86059E96748B,,2017-02-28,2018-09-10,3,Yes
3530994,161 Oakwood Ave,High Rise,9,_64e86059E96748B,,2017-02-28,2018-09-10,4,Yes
3530995,161 Oakwood Ave,High Rise,9,_64e86059E96748B,,2017-02-28,2018-09-10,5,Yes
3530996,161 Oakwood Ave,High Rise,9,_64e86059E96748B,,2017-02-28,2018-09-10,6,Yes
3530997,161 Oakwood Ave,High Rise,9,_64e86059E96748B,,2017-02-28,2018-09-10,7,Yes
3530998,161 Oakwood Ave,High Rise,9,_64e86059E96748B,,2017-02-28,2018-09-10,8,Yes
3530999,161 Oakwood Ave,High Rise,9,_64e86059E96748B,,2017-02-28,2018-09-10,9,Yes
3531000,161 Oakwood Ave,High Rise,9,_64e86059E96748B,,2017-02-28,2018-09-10,10,Yes
3531001,161 Oakwood Ave,High Rise,9,_64e86059E96748B,,2017-02-28,2018-09-10,11,Yes
3531002,33 Sheppard Ave E,High Rise,18,_64e8609ADF38C82,,2017-03-01,2017-03-07,1,Yes
3531003,200 Wellesley St E,High Rise,13,_64e864A653A4CC2,,2017-02-24,2017-03-01,0,No
3531004,35 Balmuto St,High Rise,11,_64e86771B2592B9,,2017-02-24,2017-04-10,0,No
3531005,65 Dynevor Rd,High Rise,9,_64e873B760A5C2A,,2017-02-28,2018-09-10,0,No
3531006,88 Corporate Dr,High Rise,24,_64e87657E9F8FC5,,2017-02-24,2017-02-24,0,No
3531007,4301 Kingston Rd,High Rise,24,_64ecc3088948C0F,,2017-02-28,2017-03-27,0,No
3531008,515 Chaplin Cres,High Rise,8,_64eccF01E2EC05D,,2017-02-28,2017-03-07,1,Yes
3531009,655 Broadview Ave,High Rise,14,_64ecd08948341C8,,2017-02-28,2017-02-28,0,No
3531010,333 Sidney Belsey Cres,High Rise,5,_64ecd0A780CF1C2,,2017-03-20,2017-04-04,0,No
3531011,31 Tichester Rd,High Rise,12,_64ecd5BDAAFEB65,,2017-02-27,2017-05-04,0,No
3531012,435 Richmond St W,High Rise,10,_64ecd789AEF930C,,2017-02-27,2017-02-27,0,No
3531013,797 Don Mills Rd,High Rise,16,_64ecd8C70EDCAA4,,2017-02-28,2017-02-28,0,No
3531014,10 Tangreen Crt,High Rise,18,_64ece8BE4165CDC,,2017-02-27,2017-03-13,1,Yes
3531015,10 Tangreen Crt,High Rise,18,_64ece8BE4165CDC,,2017-02-27,2017-03-13,2,Yes
3531016,10 Tangreen Crt,High Rise,18,_64ece8BE4165CDC,,2017-02-27,2017-03-13,3,Yes
3531017,195 Exbury Rd,High Rise,6,_64eceC92F53A80E,,2017-02-27,2017-04-21,0,No
3531018,909 Bay St,High Rise,13,_64eceEA1B02ADFF,,2017-02-27,2017-03-22,1,Yes
3531019,20 Teesdale Pl,High Rise,20,_64eceF3FDF2FD93,,2017-02-28,2017-03-27,1,Yes
3531020,20 Teesdale Pl,High Rise,20,_64eceF3FDF2FD93,,2017-02-28,2017-03-27,2,Yes
3531021,50 Carabob Crt,High Rise,22,_64ecf729E35670F,,2017-03-01,2017-03-01,0,No
3531022,5005 Dundas St W,High Rise,3,_64ecf938F3EAF8E,,2017-02-28,2017-03-01,0,No
3531023,100 Dundalk Dr,High Rise,21,_64ecfA20E5DE794,,2017-03-01,2017-03-02,0,No
3531024,411 Duplex Ave,High Rise,8,_64ecfEB88911771,,2017-02-28,2017-03-16,0,No
3531025,2314 Islington Ave,High Rise,1,_64ed12FA21E5936,,2017-03-01,2017-03-22,0,No
3531026,4001 Bayview Ave,High Rise,17,_64ed5E9F9F05F00,,2017-08-01,2018-12-11,1,Yes
3531027,4001 Bayview Ave,High Rise,17,_64ed5E9F9F05F00,,2017-08-01,2018-12-11,2,Yes
3531028,4001 Bayview Ave,High Rise,17,_64ed5E9F9F05F00,,2017-08-01,2018-12-11,3,Yes
3531029,745 York Mills Rd,High Rise,15,_64ee625EE635A9A,,2017-05-17,2017-09-12,14,Yes
3531030,745 York Mills Rd,High Rise,15,_64ee625EE635A9A,,2017-05-17,2017-09-12,15,Yes
3531031,745 York Mills Rd,High Rise,15,_64ee625EE635A9A,,2017-05-17,2017-09-12,16,Yes
3531032,745 York Mills Rd,High Rise,15,_64ee625EE635A9A,,2017-05-17,2017-09-12,17,Yes
