_id,RSN,YEAR_REGISTERED,YEAR_EVALUATED,YEAR_BUILT,PROPERTY_TYPE,WARD,WARDNAME,SITE_ADDRESS,CONFIRMED_STOREYS,CONFIRMED_UNITS,EVALUATION_COMPLETED_ON,SCORE,RESULTS_OF_SCORE,NO_OF_AREAS_EVALUATED,ENTRANCE_LOBBY,ENTRANCE_DOORS_WINDOWS,SECURITY,STAIRWELLS,LAUNDRY_ROOMS,INTERNAL_GUARDS_HANDRAILS,GARBAGE_CHUTE_ROOMS,GARBAGE_BIN_STORAGE_AREA,ELEVATORS,STORAGE_AREAS_LOCKERS,INTERIOR_WALL_CEILING_FLOOR,INTERIOR_LIGHTING_LEVELS,GRAFFITI,EXTERIOR_CLADDING,EXTERIOR_GROUNDS,EXTERIOR_WALKWAYS,BALCONY_GUARDS,WATER_PEN_EXT_BLDG_ELEMENTS,PARKING_AREA,OTHER_FACILITIES,GRID,LATITUDE,LONGITUDE,X,Y
2266425,4155278,2017.0,,1950.0,PRIVATE,3,Etobicoke-Lakeshore,158 BERRY RD,4,30,2022-12-28,74,Evaluation needs to be conducted in 2 years,17,4.0,4.0,5.0,3.0,3.0,2.0,,4.0,,3.0,3.0,4.0,5.0,3.0,4.0,5.0,3.0,4.0,4.0,,W0327,43.6372671432,-79.489657597,305618.818,4832813.412
2266426,4155470,2017.0,,1977.0,TCHC,3,Etobicoke-Lakeshore,100 CAVELL AVE,7,300,2022-12-28,86,Evaluation needs to be conducted in 3 years,19,4.0,5.0,5.0,4.0,5.0,5.0,4.0,4.0,4.0,,4.0,5.0,5.0,4.0,4.0,3.0,5.0,4.0,3.0,5.0,W0336,43.6154876721,-79.4969959174,305026.782,4830393.808
2266427,4155230,2018.0,,1959.0,PRIVATE,3,Etobicoke-Lakeshore,65 CLOVERHILL RD,4,24,2022-12-28,75,Evaluation needs to be conducted in 2 years,17,4.0,4.0,5.0,4.0,3.0,4.0,,4.0,,3.0,3.0,5.0,5.0,3.0,4.0,4.0,3.0,3.0,3.0,,W0329,43.6354908958,-79.4906112543,305541.855,4832616.072
2266428,4269318,2017.0,,1958.0,PRIVATE,20,Scarborough Southwest,998 DANFORTH RD,3,21,2022-12-28,71,Evaluation needs to be conducted in 2 years,16,3.0,3.0,4.0,4.0,4.0,4.0,,4.0,,4.0,3.0,3.0,5.0,3.0,4.0,3.0,,4.0,2.0,,E2024,43.7352342615,-79.2476716721,325110.51,4843727.705
2266429,4155485,2017.0,,1957.0,PRIVATE,3,Etobicoke-Lakeshore,12 ALBERT AVE,3,12,2022-12-28,76,Evaluation needs to be conducted in 2 years,16,4.0,4.0,4.0,4.0,2.0,3.0,,4.0,,4.0,4.0,4.0,5.0,4.0,4.0,4.0,,3.0,4.0,,W0336,43.6158886447,-79.4889237637,305678.326,4830438.387
2266430,4155484,2017.0,,1950.0,PRIVATE,3,Etobicoke-Lakeshore,16 ALBERT AVE,3,18,2022-12-28,80,Evaluation needs to be conducted in 2 years,15,4.0,3.0,5.0,4.0,3.0,4.0,,4.0,,,5.0,4.0,4.0,5.0,3.0,3.0,,5.0,4.0,,W0336,43.6159770796,-79.4891131322,305663.04,4830448.21
2266431,4155288,2017.0,,1960.0,PRIVATE,3,Etobicoke-Lakeshore,186 STEPHEN DR,5,48,2022-12-28,82,Evaluation needs to be conducted in 2 years,18,3.0,5.0,5.0,3.0,5.0,4.0,,3.0,5.0,4.0,3.0,4.0,5.0,5.0,4.0,4.0,5.0,3.0,4.0,,W0327,43.640530203000004,-79.488846855,305685.065,4833173.273
2266432,4155487,2017.0,,1965.0,PRIVATE,3,Etobicoke-Lakeshore,2 SUPERIOR AVE,5,47,2022-12-28,80,Evaluation needs to be conducted in 2 years,17,4.0,5.0,4.0,3.0,4.0,4.0,,5.0,4.0,,3.0,4.0,5.0,4.0,5.0,3.0,4.0,4.0,3.0,,W0336,43.614330851700004,-79.4872977904,305809.589,4830265.341
2266433,4155492,2017.0,,1952.0,PRIVATE,3,Etobicoke-Lakeshore,2555 LAKE SHORE BLVD W,4,26,2022-12-28,76,Evaluation needs to be conducted in 2 years,15,4.0,4.0,5.0,4.0,3.0,2.0,,4.0,,,4.0,5.0,5.0,3.0,4.0,4.0,,3.0,3.0,,W0336,43.609043237399995,-79.4898363283,305704.94399999996,4829683.294
2266434,4155490,2017.0,,1952.0,PRIVATE,3,Etobicoke-Lakeshore,2559 LAKE SHORE BLVD W,4,26,2022-12-28,81,Evaluation needs to be conducted in 2 years,15,4.0,4.0,5.0,4.0,3.0,3.0,,3.0,,,4.0,5.0,5.0,4.0,5.0,4.0,,4.0,4.0,,W0336,43.6090936183,-79.48861615060001,305607.776,4829677.695
2266435,4155285,2017.0,,1950.0,PRIVATE,3,Etobicoke-Lakeshore,6 KINGS POINT DR,3,16,2022-12-28,68,Evaluation needs to be conducted in 2 years,17,3.0,3.0,4.0,3.0,3.0,4.0,,4.0,,4.0,2.0,4.0,5.0,2.0,4.0,2.0,4.0,3.0,4.0,,W0327,43.639609569499996,-79.49364600310001,305296.993,4833073.615
2266436,4888795,2021.0,,1951.0,PRIVATE,19,Beaches-East York,1000 O'CONNOR DR,3,12,2022-12-23,77,Evaluation needs to be conducted in 2 years,14,4.0,2.0,4.0,4.0,,5.0,,4.0,,,3.0,4.0,5.0,4.0,4.0,4.0,,5.0,2.0,,S1921,43.7092735859,-79.3104170385,320062.769,4840830.249
2266437,4154251,2018.0,,1993.0,SOCIAL HOUSING,7,Humber River-Black Creek,3001 FINCH AVE W,14,166,2022-12-23,80,Evaluation needs to be conducted in 2 years,19,5.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,,3.0,5.0,3.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,W0727,43.747070571,-79.562597925,299742.782,4845014.81
2266438,4156385,2017.0,,1940.0,PRIVATE,20,Scarborough Southwest,1481 KINGSTON RD,3,15,2022-12-23,76,Evaluation needs to be conducted in 2 years,16,4.0,4.0,5.0,4.0,4.0,4.0,,4.0,,3.0,4.0,3.0,5.0,3.0,4.0,2.0,,5.0,3.0,,E2034,43.688423918000005,-79.269500963,323393.784,4838549.187
2266439,4152679,2017.0,,1971.0,PRIVATE,20,Scarborough Southwest,2225 EGLINTON AVE E,6,94,2022-12-23,91,Evaluation needs to be conducted in 3 years,18,5.0,4.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,,4.0,4.0,5.0,2.0,5.0,5.0,5.0,5.0,5.0,,E2023,43.729677828,-79.276229104,322811.499,4843104.772
2266440,4156048,2017.0,,1960.0,PRIVATE,20,Scarborough Southwest,24 PELL ST,3,11,2022-12-23,87,Evaluation needs to be conducted in 3 years,15,5.0,2.0,5.0,4.0,,5.0,,5.0,,5.0,3.0,4.0,5.0,5.0,4.0,3.0,,5.0,5.0,,E2035,43.708100911,-79.248499263,325056.88300000003,4840728.7469999995
2266441,4154259,2017.0,,1984.0,TCHC,7,Humber River-Black Creek,3101 WESTON RD,18,176,2022-12-23,61,Evaluation needs to be conducted in 1 year,20,3.0,3.0,4.0,1.0,4.0,2.0,2.0,4.0,4.0,2.0,2.0,4.0,2.0,4.0,3.0,4.0,3.0,4.0,3.0,3.0,W0733,43.733312244,-79.537225843,301785.494,4843485.091
2266442,4154886,2017.0,,1964.0,PRIVATE,16,Don Valley East,1840 VICTORIA PARK AVE,12,204,2022-12-23,80,Evaluation needs to be conducted in 2 years,19,4.0,5.0,5.0,3.0,4.0,4.0,4.0,5.0,3.0,4.0,4.0,4.0,5.0,3.0,4.0,4.0,4.0,3.0,4.0,,N1628,43.7404974664,-79.3102350058,320069.51300000004,4844299.041
2266443,4154885,2017.0,,1964.0,PRIVATE,16,Don Valley East,1850 VICTORIA PARK AVE,15,240,2022-12-23,85,Evaluation needs to be conducted in 2 years,19,4.0,5.0,5.0,3.0,4.0,4.0,3.0,5.0,3.0,4.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,4.0,,N1628,43.740954682600005,-79.3112631324,319986.585,4844349.647
2266444,4154915,2017.0,,1961.0,PRIVATE,16,Don Valley East,1325 YORK MILLS RD,4,64,2022-12-23,79,Evaluation needs to be conducted in 2 years,18,4.0,5.0,5.0,4.0,3.0,4.0,4.0,4.0,3.0,,4.0,5.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,,N1625,43.7616285056,-79.3217659908,319135.683,4846644.525
2266445,4155562,2017.0,,1971.0,TCHC,20,Scarborough Southwest,40 TEESDALE PL,24,278,2022-12-23,71,Evaluation needs to be conducted in 2 years,18,4.0,3.0,4.0,3.0,3.0,4.0,4.0,4.0,3.0,,3.0,4.0,3.0,3.0,4.0,3.0,4.0,5.0,3.0,,E2028,43.6972076653,-79.2864410678,321998.393,4839494.37
2266446,4155843,2017.0,,1952.0,PRIVATE,20,Scarborough Southwest,3214 ST CLAIR AVE E,3,16,2022-12-23,91,Evaluation needs to be conducted in 3 years,15,4.0,4.0,5.0,5.0,5.0,4.0,,5.0,,,4.0,5.0,5.0,5.0,4.0,3.0,,5.0,5.0,,E2021,43.710470468400004,-79.2900582076,321703.085,4840967.096
2266447,4156305,2017.0,,1952.0,PRIVATE,20,Scarborough Southwest,3218 ST CLAIR AVE E,3,16,2022-12-23,79,Evaluation needs to be conducted in 2 years,15,4.0,3.0,5.0,4.0,4.0,4.0,,4.0,,,4.0,4.0,5.0,3.0,4.0,3.0,,4.0,4.0,,E2021,43.7103165144,-79.2898372595,321720.933,4840950.037
2266448,4155564,2017.0,,1970.0,TCHC,20,Scarborough Southwest,3479 ST CLAIR AVE E,8,94,2022-12-23,78,Evaluation needs to be conducted in 2 years,19,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,,E2030,43.7142950675,-79.2692166242,323381.434,4841396.427
2266449,4155804,2017.0,,1950.0,PRIVATE,20,Scarborough Southwest,1625 KINGSTON RD,3,11,2022-12-23,81,Evaluation needs to be conducted in 2 years,16,4.0,4.0,3.0,4.0,4.0,2.0,,5.0,,3.0,4.0,3.0,5.0,5.0,4.0,5.0,,5.0,5.0,,E2034,43.690864521,-79.265477585,323718.011,4838812.556
2266450,4156195,2017.0,,1967.0,TCHC,7,Humber River-Black Creek,415 DRIFTWOOD AVE,16,135,2022-12-23,81,Evaluation needs to be conducted in 2 years,17,4.0,4.0,5.0,4.0,4.0,4.0,,3.0,4.0,,4.0,4.0,5.0,5.0,3.0,3.0,4.0,5.0,4.0,,W0725,43.7673194757,-79.5164765451,303458.049,4847261.584
2266451,4154246,2017.0,,1972.0,PRIVATE,7,Humber River-Black Creek,2405 FINCH AVE W,27,258,2022-12-23,75,Evaluation needs to be conducted in 2 years,19,4.0,4.0,4.0,2.0,4.0,3.0,3.0,4.0,5.0,,3.0,4.0,5.0,4.0,4.0,3.0,4.0,4.0,3.0,4.0,W0727,43.750621288999994,-79.544032103,301238.257,4845408.296
2266452,4245705,2017.0,,1967.0,PRIVATE,3,Etobicoke-Lakeshore,359 KIPLING AVE,3,12,2022-12-23,85,Evaluation needs to be conducted in 2 years,16,4.0,5.0,3.0,4.0,5.0,4.0,,5.0,,5.0,5.0,5.0,5.0,4.0,5.0,2.0,,4.0,3.0,,W0335,43.600993851800006,-79.5179299016,303336.876,4828783.712
2266453,4154139,2017.0,,1969.0,PRIVATE,14,Toronto-Danforth,1000 BROADVIEW AVE,18,110,2022-12-22,87,Evaluation needs to be conducted in 3 years,19,5.0,5.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,4.0,5.0,4.0,4.0,,S1421,43.682860253,-79.357706655,316256.567,4837889.181
2266454,4155287,2017.0,,1954.0,PRIVATE,3,Etobicoke-Lakeshore,2 KINGS POINT DR,4,16,2022-12-22,85,Evaluation needs to be conducted in 2 years,17,4.0,5.0,5.0,4.0,3.0,5.0,,5.0,,3.0,4.0,5.0,5.0,4.0,4.0,4.0,5.0,3.0,4.0,,W0327,43.639372903,-79.4944231531,305234.286,4833047.319
2266455,4155286,2017.0,,1954.0,PRIVATE,3,Etobicoke-Lakeshore,4 KINGS POINT DR,4,16,2022-12-22,79,Evaluation needs to be conducted in 2 years,17,5.0,4.0,5.0,4.0,2.0,4.0,,5.0,,3.0,4.0,5.0,5.0,3.0,3.0,4.0,5.0,3.0,3.0,,W0327,43.6395029387,-79.4940316467,305265.876,4833061.767
2266456,4155284,2018.0,,1953.0,PRIVATE,3,Etobicoke-Lakeshore,8 KINGS POINT DR,5,16,2022-12-22,69,Evaluation needs to be conducted in 2 years,16,4.0,4.0,4.0,3.0,3.0,2.0,,4.0,,,2.0,4.0,5.0,3.0,4.0,3.0,4.0,3.0,3.0,,W0327,43.6396821871,-79.4933367622,305321.945,4833081.683999999
2266457,4155243,2017.0,,1954.0,PRIVATE,3,Etobicoke-Lakeshore,12 KINSDALE BLVD,4,16,2022-12-22,95,Evaluation needs to be conducted in 3 years,17,5.0,5.0,5.0,5.0,4.0,5.0,,4.0,,5.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,,W0329,43.63569676229999,-79.4921362887,305418.785,4832638.931
2266458,4155993,2017.0,,1973.0,PRIVATE,5,York South-Weston,2460 WESTON RD,27,214,2022-12-22,84,Evaluation needs to be conducted in 2 years,19,5.0,4.0,5.0,3.0,4.0,5.0,3.0,1.0,5.0,3.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,,W0521,43.7078718117,-79.5341521524,302032.14,4840657.833000001
2266459,4153514,2017.0,,1970.0,PRIVATE,13,Toronto Centre,15 DUNDONALD ST,24,172,2022-12-22,72,Evaluation needs to be conducted in 2 years,17,4.0,4.0,4.0,2.0,4.0,4.0,3.0,4.0,,,3.0,2.0,4.0,3.0,4.0,4.0,4.0,4.0,,4.0,S1322,43.665727503,-79.383887543,314148.344,4835982.525
2266460,4154084,2017.0,,1957.0,PRIVATE,14,Toronto-Danforth,470 MORTIMER AVE,4,42,2022-12-22,79,Evaluation needs to be conducted in 2 years,17,4.0,4.0,3.0,4.0,4.0,4.0,,4.0,,4.0,4.0,4.0,5.0,4.0,4.0,3.0,4.0,4.0,4.0,,S1426,43.6897638166,-79.33204735609999,318323.973,4838658.984
2266461,4153789,2017.0,,1958.0,PRIVATE,15,Don Valley West,75 PETMAN AVE,3,26,2022-12-22,80,Evaluation needs to be conducted in 2 years,14,4.0,4.0,4.0,4.0,4.0,3.0,,4.0,,,4.0,4.0,5.0,4.0,4.0,4.0,,4.0,,,N1530,43.708920433,-79.38430094600001,314108.39,4840781.103
2266462,4153639,2019.0,,1915.0,PRIVATE,14,Toronto-Danforth,279 WOODFIELD RD,4,42,2022-12-22,74,Evaluation needs to be conducted in 2 years,13,3.0,4.0,4.0,3.0,,4.0,,5.0,,,1.0,4.0,5.0,3.0,4.0,4.0,,4.0,,,S1439,43.671655465,-79.32370109899999,319000.793,4836649.59
2266463,4156295,2017.0,,1967.0,PRIVATE,5,York South-Weston,1765 WESTON RD,25,246,2022-12-22,66,Evaluation needs to be conducted in 2 years,19,4.0,3.0,5.0,2.0,2.0,3.0,3.0,4.0,4.0,3.0,2.0,4.0,1.0,4.0,4.0,3.0,4.0,5.0,3.0,,W0527,43.6990639559,-79.5119719596,303819.476,4839678.778
2266464,4255506,2017.0,,1957.0,PRIVATE,3,Etobicoke-Lakeshore,1 NEWHOLM RD,4,27,2022-12-22,88,Evaluation needs to be conducted in 3 years,17,4.0,5.0,5.0,4.0,4.0,2.0,,5.0,,5.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,,W0329,43.63650442,-79.48774356359999,305773.28,4832728.695
2266465,4155290,2017.0,,1958.0,PRIVATE,3,Etobicoke-Lakeshore,33 RIVERWOOD PKWY,4,50,2022-12-22,87,Evaluation needs to be conducted in 3 years,18,5.0,5.0,5.0,4.0,4.0,5.0,,5.0,5.0,3.0,3.0,5.0,5.0,4.0,4.0,5.0,5.0,3.0,3.0,,W0327,43.640211934499995,-79.4896809434,305616.916,4833140.562
2266466,4153918,2017.0,,1918.0,PRIVATE,12,Toronto-St. Paul's,62 ORIOLE GDNS,3,13,2022-12-22,65,Evaluation needs to be conducted in 1 year,15,3.0,4.0,5.0,3.0,3.0,3.0,,3.0,,3.0,3.0,2.0,5.0,3.0,3.0,3.0,,3.0,,,S1232,43.690570503000004,-79.400460705,312808.51399999997,4838740.742
2266467,4155215,2017.0,,1954.0,PRIVATE,3,Etobicoke-Lakeshore,100 BROWNS LINE,3,22,2022-12-22,86,Evaluation needs to be conducted in 3 years,16,4.0,5.0,5.0,4.0,4.0,3.0,,5.0,,3.0,4.0,5.0,5.0,3.0,5.0,5.0,,4.0,5.0,,W0330,43.5952200747,-79.5429727048,301314.74,4828143.037
2266468,4152917,2017.0,,1935.0,PRIVATE,4,Parkdale-High Park,7 BRULE TER,3,13,2022-12-22,83,Evaluation needs to be conducted in 2 years,16,4.0,4.0,4.0,4.0,3.0,4.0,,3.0,,,4.0,5.0,5.0,5.0,4.0,4.0,3.0,5.0,5.0,,S0430,43.6475612545,-79.4890462091,305668.015,4833957.046
2266469,4155258,2017.0,,1952.0,PRIVATE,3,Etobicoke-Lakeshore,1 CROWN HILL PL,4,33,2022-12-22,89,Evaluation needs to be conducted in 3 years,17,5.0,4.0,5.0,4.0,4.0,4.0,,4.0,,4.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,4.0,,W0327,43.6384647272,-79.4918242158,305443.979,4832946.44
2266470,4155263,2017.0,,1958.0,PRIVATE,3,Etobicoke-Lakeshore,7 CROWN HILL PL,4,35,2022-12-22,84,Evaluation needs to be conducted in 2 years,17,3.0,5.0,5.0,4.0,3.0,3.0,,5.0,,5.0,4.0,5.0,5.0,4.0,4.0,5.0,4.0,3.0,4.0,,W0327,43.6386262832,-79.4911761302,305496.279,4832964.393
2266471,4155222,2017.0,,1993.0,SOCIAL HOUSING,3,Etobicoke-Lakeshore,773 THE QUEENSWAY,3,63,2022-12-22,91,Evaluation needs to be conducted in 3 years,20,5.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,4.0,4.0,3.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,4.0,5.0,W0326,43.625636744,-79.50453080300001,304383.661,4831516.423
2266472,4226941,2017.0,,1993.0,SOCIAL HOUSING,3,Etobicoke-Lakeshore,781 THE QUEENSWAY,3,66,2022-12-22,93,Evaluation needs to be conducted in 3 years,18,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,3.0,,3.0,5.0,5.0,5.0,5.0,5.0,,5.0,4.0,5.0,W0326,43.625447236599996,-79.5057604061,304305.57899999997,4831500.433999999
2266473,4167767,2017.0,,1974.0,TCHC,5,York South-Weston,710 TRETHEWEY DR,19,165,2022-12-22,89,Evaluation needs to be conducted in 3 years,18,5.0,5.0,5.0,4.0,3.0,5.0,5.0,5.0,4.0,,3.0,5.0,5.0,4.0,5.0,4.0,5.0,4.0,4.0,,W0528,43.697803447,-79.499827299,304798.114,4839539.581
2266474,4153236,2017.0,,1967.0,PRIVATE,11,University-Rosedale,280 ST GEORGE ST,15,85,2022-12-22,91,Evaluation needs to be conducted in 3 years,19,4.0,5.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,,S1127,43.673984446000006,-79.4033081754,312581.298,4836896.819
2266475,4154085,2017.0,,2012.0,SOCIAL HOUSING,14,Toronto-Danforth,270 DONLANDS AVE,8,44,2022-12-22,84,Evaluation needs to be conducted in 2 years,18,5.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,4.0,4.0,4.0,,4.0,,4.0,S1422,43.690105216400006,-79.3416209783,317552.137,4838695.398
2266476,4153640,2017.0,,1965.0,PRIVATE,14,Toronto-Danforth,1395 GERRARD ST E,3,12,2022-12-22,66,Evaluation needs to be conducted in 2 years,14,3.0,4.0,4.0,2.0,3.0,3.0,,4.0,,,2.0,4.0,2.0,3.0,4.0,4.0,,4.0,,,S1439,43.671588843,-79.32409414199999,318969.114,4836642.1219999995
2266477,4153590,2017.0,,1934.0,PRIVATE,13,Toronto Centre,435 SHERBOURNE ST,4,48,2022-12-22,70,Evaluation needs to be conducted in 2 years,14,3.0,3.0,5.0,3.0,3.0,3.0,,3.0,,,3.0,4.0,5.0,4.0,3.0,3.0,,4.0,,,S1323,43.665547356400005,-79.3735085585,314985.686,4835962.758
2266478,4261157,,,1957.0,PRIVATE,3,Etobicoke-Lakeshore,103 SIXTEENTH ST,3,10,2022-12-22,57,Evaluation needs to be conducted in 1 year,15,3.0,3.0,3.0,4.0,2.0,1.0,,5.0,,,3.0,3.0,5.0,2.0,2.0,4.0,,2.0,1.0,,W0335,43.6028075946,-79.5164885645,303453.266,4828985.195
2266479,4155225,2017.0,,1973.0,PRIVATE,3,Etobicoke-Lakeshore,8 LOMOND DR,24,183,2022-12-22,75,Evaluation needs to be conducted in 2 years,19,4.0,4.0,5.0,3.0,3.0,3.0,3.0,4.0,5.0,3.0,4.0,4.0,4.0,4.0,5.0,3.0,4.0,3.0,3.0,,W0325,43.6463454422,-79.5227554263,302948.49100000004,4833822.241
2266480,4155751,2017.0,,1969.0,PRIVATE,5,York South-Weston,1465 LAWRENCE AVE W,20,161,2022-12-22,88,Evaluation needs to be conducted in 3 years,19,5.0,4.0,5.0,4.0,4.0,5.0,,4.0,4.0,3.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,4.0,5.0,W0529,43.7073903147,-79.4803989264,306364.173,4840603.819
2266481,4152932,2017.0,,1926.0,PRIVATE,4,Parkdale-High Park,5 HIGH PARK AVE,3,21,2022-12-22,73,Evaluation needs to be conducted in 2 years,14,4.0,3.0,3.0,3.0,3.0,3.0,,4.0,,,3.0,4.0,5.0,4.0,4.0,4.0,,4.0,,,S0428,43.6538760484,-79.46498174060001,307609.12899999996,4834659.06
2266482,4233372,2017.0,,1975.0,PRIVATE,12,Toronto-St. Paul's,40 SOUDAN AVE,14,66,2022-12-22,96,Evaluation needs to be conducted in 3 years,18,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,,5.0,4.0,,S1228,43.704941409499995,-79.3965572814,313121.445,4840336.79
2266483,4155859,2017.0,,1960.0,PRIVATE,13,Toronto Centre,433 JARVIS ST,9,144,2022-12-22,77,Evaluation needs to be conducted in 2 years,14,3.0,3.0,5.0,4.0,3.0,4.0,,4.0,,,4.0,3.0,5.0,4.0,4.0,4.0,,4.0,,,S1326,43.663909713500004,-79.3766153717,314735.394,4835780.455
2266484,4154223,2017.0,,1972.0,PRIVATE,7,Humber River-Black Creek,160 CHALKFARM DR,23,466,2022-12-21,80,Evaluation needs to be conducted in 2 years,18,5.0,5.0,5.0,3.0,4.0,3.0,2.0,4.0,4.0,,4.0,5.0,5.0,4.0,5.0,5.0,3.0,3.0,3.0,,W0734,43.7243235641,-79.51474864069999,303596.24600000004,4842484.943
2266485,4154222,2017.0,,1972.0,PRIVATE,7,Humber River-Black Creek,170 CHALKFARM DR,23,262,2022-12-21,76,Evaluation needs to be conducted in 2 years,18,4.0,5.0,5.0,3.0,4.0,2.0,2.0,3.0,3.0,,3.0,5.0,5.0,4.0,5.0,5.0,4.0,3.0,3.0,,W0734,43.7242716939,-79.5134047928,303704.517,4842479.159
2266486,4254276,2017.0,,1960.0,PRIVATE,3,Etobicoke-Lakeshore,147 EIGHTH ST,4,52,2022-12-21,80,Evaluation needs to be conducted in 2 years,15,4.0,3.0,5.0,4.0,5.0,2.0,,4.0,,,5.0,5.0,5.0,3.0,5.0,4.0,,3.0,3.0,,W0335,43.602248316,-79.506894937,304227.452,4828923.922
2266487,4254274,2017.0,,1960.0,PRIVATE,3,Etobicoke-Lakeshore,143 EIGHTH ST,4,47,2022-12-21,81,Evaluation needs to be conducted in 2 years,15,4.0,3.0,5.0,4.0,5.0,2.0,,5.0,,,5.0,5.0,5.0,3.0,5.0,4.0,,3.0,3.0,,W0335,43.601842503,-79.506732984,304240.524,4828878.837
2266488,4254270,2017.0,,1960.0,PRIVATE,3,Etobicoke-Lakeshore,139 EIGHTH ST,3,47,2022-12-21,80,Evaluation needs to be conducted in 2 years,15,4.0,3.0,5.0,4.0,4.0,2.0,,5.0,,,4.0,5.0,5.0,4.0,5.0,4.0,,3.0,3.0,,W0335,43.601494318,-79.50658095600001,304252.79600000003,4828840.154
2266489,4156736,2017.0,,1951.0,PRIVATE,3,Etobicoke-Lakeshore,135 EIGHTH ST,4,47,2022-12-21,84,Evaluation needs to be conducted in 2 years,15,4.0,4.0,5.0,4.0,4.0,2.0,,5.0,,,5.0,5.0,5.0,4.0,5.0,5.0,,3.0,3.0,,W0335,43.601151061,-79.506439811,304264.189,4828802.018999999
2266490,4152580,2017.0,,1971.0,PRIVATE,20,Scarborough Southwest,27 GLEN EVEREST RD,3,11,2022-12-21,79,Evaluation needs to be conducted in 2 years,16,4.0,4.0,3.0,3.0,4.0,4.0,,4.0,,4.0,3.0,4.0,5.0,4.0,4.0,5.0,,4.0,4.0,,E2035,43.7005566696,-79.2528798583,324702.42600000004,4839873.966
2266491,4156738,2017.0,,1951.0,PRIVATE,3,Etobicoke-Lakeshore,170 ISLINGTON AVE,4,47,2022-12-21,79,Evaluation needs to be conducted in 2 years,16,4.0,3.0,5.0,4.0,5.0,2.0,,4.0,,3.0,4.0,5.0,5.0,3.0,5.0,4.0,,4.0,3.0,,W0335,43.602358476999996,-79.506187032,304284.602,4828936.156
2266492,4156737,2017.0,,1951.0,PRIVATE,3,Etobicoke-Lakeshore,148 ISLINGTON AVE,4,38,2022-12-21,81,Evaluation needs to be conducted in 2 years,15,4.0,4.0,5.0,4.0,5.0,2.0,,5.0,,,4.0,5.0,5.0,3.0,5.0,4.0,,3.0,3.0,,W0335,43.601468456000006,-79.505848789,304311.906,4828837.276000001
2266493,4152943,2017.0,,1940.0,PRIVATE,4,Parkdale-High Park,340 HIGH PARK AVE,3,10,2022-12-21,66,Evaluation needs to be conducted in 2 years,14,3.0,3.0,3.0,3.0,2.0,5.0,,2.0,,,3.0,2.0,5.0,3.0,4.0,4.0,,4.0,,,S0424,43.665283034,-79.4705575166,307158.849,4835926.123
2266494,4155496,2017.0,,1952.0,PRIVATE,3,Etobicoke-Lakeshore,2543 LAKE SHORE BLVD W,3,55,2022-12-21,76,Evaluation needs to be conducted in 2 years,16,3.0,4.0,5.0,5.0,4.0,4.0,,4.0,,2.0,3.0,5.0,4.0,3.0,4.0,5.0,,3.0,3.0,,W0336,43.6095054646,-79.4897087235,305615.04600000003,4829729.24
2266495,4155497,2017.0,,1952.0,PRIVATE,3,Etobicoke-Lakeshore,2537 LAKE SHORE BLVD W,3,75,2022-12-21,76,Evaluation needs to be conducted in 2 years,17,3.0,4.0,5.0,4.0,3.0,3.0,,4.0,,3.0,3.0,5.0,4.0,3.0,4.0,4.0,5.0,4.0,4.0,,W0336,43.6096967981,-79.48808184090001,305746.372,4829750.512
2266496,4154221,2017.0,,1972.0,PRIVATE,7,Humber River-Black Creek,180 CHALKFARM DR,23,263,2022-12-21,78,Evaluation needs to be conducted in 2 years,18,5.0,5.0,5.0,3.0,3.0,2.0,2.0,4.0,3.0,,3.0,5.0,5.0,4.0,5.0,4.0,4.0,3.0,5.0,,W0734,43.724048437200004,-79.5118150261,303832.597,4842454.334
